trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
TB4-TB334-2-8-2634232060,TB4,2634232060,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB422634232060,TB334,0,0
TB4-TB192-3-6-2634232060,TB4,2634232060,ПЛ. СТОЧНА ГАРА,,,TB432634232060,TB192,0,0
TM28-TM251-3-24-25727419830,TM28,25727419830,Гара Захарна фабрика,,,TM28325727419830,TM251,0,0
TM28-TM251-4-4-25727419830,TM28,25727419830,Гара Захарна фабрика,,,TM28425727419830,TM251,0,0
TB4-TB334-2-12-2634232060,TB4,2634232060,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB422634232060,TB334,0,0
TB4-TB334-3-3-2634232060,TB4,2634232060,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB432634232060,TB334,0,0
TB4-TB192-2-3-2634232060,TB4,2634232060,ПЛ. СТОЧНА ГАРА,,,TB422634232060,TB192,0,0
TB4-TB192-2-25-2634232060,TB4,2634232060,ПЛ. СТОЧНА ГАРА,,,TB422634232060,TB192,0,0
TB4-TB334-2-10-2634232060,TB4,2634232060,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB422634232060,TB334,0,0
TB4-TB334-3-9-2634232060,TB4,2634232060,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB432634232060,TB334,0,0
TM28-TM250-2-4-25727419830,TM28,25727419830,КВ. ОРЛАНДОВЦИ,,,TM28225727419830,TM250,0,0
TB4-TB334-3-11-2634232060,TB4,2634232060,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB432634232060,TB334,0,0
TB4-TB578-1-25-2634232060,TB4,2634232060,УЛ. ГЕН. ГУРКО,,,TB412634232060,TB578,0,0
TB4-TB192-4-18-2634232060,TB4,2634232060,ПЛ. СТОЧНА ГАРА,,,TB442634232060,TB192,0,0
TB4-TB334-1-12-2634232060,TB4,2634232060,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB412634232060,TB334,0,0
TB4-TB192-3-8-2634232060,TB4,2634232060,ПЛ. СТОЧНА ГАРА,,,TB432634232060,TB192,0,0
TB4-TB334-1-20-2634232060,TB4,2634232060,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB412634232060,TB334,0,0
TB4-TB192-1-17-2634232060,TB4,2634232060,ПЛ. СТОЧНА ГАРА,,,TB412634232060,TB192,0,0
TB4-TB334-4-21-2634232060,TB4,2634232060,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB442634232060,TB334,0,0
A201-A1672-1-8-34154492681,A201,34154492681,Ж.К. ВРЪБНИЦА 2,,,,A1672,0,0
A201-A2646-1-13-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A2646-2-3-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A2646-2-19-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A2646-4-3-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A2646-1-19-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A2646-2-11-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A2646-3-9-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
TB33-TB889-2-3-8123784820,TB33,8123784820,АВТОСТАНЦИЯ ГЕО МИЛЕВ,,,,TB889,0,0
A201-A2646-3-17-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A2646-4-7-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A1672-4-14-34154492681,A201,34154492681,Ж.К. ВРЪБНИЦА 2,,,,A1672,0,0
A201-A1672-1-10-34154492681,A201,34154492681,Ж.К. ВРЪБНИЦА 2,,,,A1672,0,0
A201-A2646-3-13-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A1672-3-16-34154492681,A201,34154492681,Ж.К. ВРЪБНИЦА 2,,,,A1672,0,0
A201-A2646-1-9-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A2646-1-15-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A1672-2-10-34154492681,A201,34154492681,Ж.К. ВРЪБНИЦА 2,,,,A1672,0,0
A201-A1672-3-18-34154492681,A201,34154492681,Ж.К. ВРЪБНИЦА 2,,,,A1672,0,0
A201-A1672-1-18-34154492681,A201,34154492681,Ж.К. ВРЪБНИЦА 2,,,,A1672,0,0
A201-A1672-2-6-34154492681,A201,34154492681,Ж.К. ВРЪБНИЦА 2,,,,A1672,0,0
A201-A1672-2-18-34154492681,A201,34154492681,Ж.К. ВРЪБНИЦА 2,,,,A1672,0,0
A201-A2646-2-23-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A2646-3-11-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A2646-4-9-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
A201-A2646-4-23-34154492681,A201,34154492681,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2646,0,0
