trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
A85-A4232-2-2-41984903451,A85,41984903451,ЦЕНТРАЛНА ГАРА,,,A85241984903451,A4232,0,0
A29-A116-1-15-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29113050759071,A116,0,0
A29-A117-3-7-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29313050759071,A117,0,0
A29-A117-3-3-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29313050759071,A117,0,0
A29-A116-4-5-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29413050759071,A116,0,0
A85-A3949-5-15-41984903451,A85,41984903451,БЛ. 480 Ж.К. МЛАДОСТ-4,,,A85541984903451,A3949,0,0
A29-A116-2-6-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29213050759071,A116,0,0
A29-A116-3-10-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29313050759071,A116,0,0
A29-A117-4-10-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29413050759071,A117,0,0
A29-A116-2-12-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29213050759071,A116,0,0
A29-A116-4-17-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29413050759071,A116,0,0
A29-A116-1-11-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29113050759071,A116,0,0
A29-A117-1-14-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29113050759071,A117,0,0
A85-A4231-7-8-41984903451,A85,41984903451,ЦЕНТРАЛНА ГАРА,,,A85741984903451,A4231,0,0
A29-A117-4-20-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29413050759071,A117,0,0
A29-A117-3-11-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29313050759071,A117,0,0
A29-A117-4-14-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29413050759071,A117,0,0
A29-A117-2-23-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29213050759071,A117,0,0
A29-A116-4-13-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29413050759071,A116,0,0
A29-A117-1-4-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29113050759071,A117,0,0
A29-A117-4-18-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29413050759071,A117,0,0
A29-A116-3-16-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29313050759071,A116,0,0
A29-A116-2-24-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29213050759071,A116,0,0
A29-A117-2-7-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29213050759071,A117,0,0
A29-A117-4-12-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29413050759071,A117,0,0
A29-A2124-1-25-13050759071,A29,13050759071,НЦ ПО РЕХАБИЛИТАЦИЯ,,,A29113050759071,A2124,0,0
A29-A116-2-8-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29213050759071,A116,0,0
A29-A117-4-26-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29413050759071,A117,0,0
A29-A116-1-21-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29113050759071,A116,0,0
A29-A116-2-18-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29213050759071,A116,0,0
A29-A116-4-15-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29413050759071,A116,0,0
A29-A116-3-8-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29313050759071,A116,0,0
A29-A117-1-6-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29113050759071,A117,0,0
A29-A117-4-8-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29413050759071,A117,0,0
A29-A117-3-15-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29313050759071,A117,0,0
A29-A117-4-6-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29413050759071,A117,0,0
A29-A116-1-13-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29113050759071,A116,0,0
A29-A116-4-19-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29413050759071,A116,0,0
A38-A1054-1-18-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-1-29-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-1-26-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-2-11-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1842-1-17-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-1-4-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-1-21-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-2-8-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1054-1-22-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-1-23-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1842-1-11-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-1-12-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-2-5-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-1-2-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1054-1-28-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1054-2-4-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-1-19-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-1-20-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-1-3-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-1-14-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-1-31-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-1-8-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-1-27-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1842-1-7-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1842-2-9-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-2-12-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-1-5-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-1-10-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-1-15-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-1-16-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1054-2-2-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1054-2-6-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1054-1-30-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-1-9-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1842-2-3-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1842-1-25-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1842-1-33-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-2-10-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1054-1-24-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-2-7-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-1-6-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
A38-A1842-1-13-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1842-2-13-10527372280,A38,10527372280,АВТОСТАНЦИЯ ИЗТОК,,,,A1842,0,0
A38-A1054-1-32-10527372280,A38,10527372280,СЕЛО ДОЛНИ БОГРОВ,,,,A1054,0,0
TB7-TB780-4-9-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB741383802291,TB780,0,0
TB7-TB780-4-7-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB741383802291,TB780,0,0
A29-A117-2-17-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29213050759071,A117,0,0
TB7-TB782-11-2-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB7111383802291,TB782,0,0
TB7-TB780-4-3-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB741383802291,TB780,0,0
A29-A117-4-4-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29413050759071,A117,0,0
A29-A116-2-10-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29213050759071,A116,0,0
A29-A836-1-2-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29113050759071,A836,0,0
A29-A116-1-5-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29113050759071,A116,0,0
A29-A836-4-2-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29413050759071,A836,0,0
A29-A116-2-26-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29213050759071,A116,0,0
TB7-TB779-2-11-1383802291,TB7,1383802291,Ж.К. ЛЮЛИН-3 - УХО,,,TB721383802291,TB779,0,0
TB7-TB779-6-11-1383802291,TB7,1383802291,Ж.К. ЛЮЛИН-3 - УХО,,,TB761383802291,TB779,0,0
TB7-TB779-12-12-1383802291,TB7,1383802291,Ж.К. ЛЮЛИН-3 - УХО,,,TB7121383802291,TB779,0,0
TB7-TB779-4-14-1383802291,TB7,1383802291,Ж.К. ЛЮЛИН-3 - УХО,,,TB741383802291,TB779,0,0
A29-A823-4-28-13050759071,A29,13050759071,КВ. ОВЧА КУПЕЛ,,,A29413050759071,A823,0,0
TB7-TB779-6-5-1383802291,TB7,1383802291,Ж.К. ЛЮЛИН-3 - УХО,,,TB761383802291,TB779,0,0
TB7-TB780-7-11-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB771383802291,TB780,0,0
TB7-TB781-1-16-1383802291,TB7,1383802291,Ж.К. БАНИШОРА,,,TB711383802291,TB781,0,0
TB7-TB780-11-6-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB7111383802291,TB780,0,0
A29-A117-2-9-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29213050759071,A117,0,0
A29-A117-2-19-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29213050759071,A117,0,0
A29-A116-2-16-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29213050759071,A116,0,0
A29-A116-3-6-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29313050759071,A116,0,0
TB7-TB780-10-3-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB7101383802291,TB780,0,0
TB7-TB514-9-16-1383802291,TB7,1383802291,БУЛ. К. ВЕЛИЧКОВ,,,TB791383802291,TB514,0,0
TB7-TB780-8-9-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB781383802291,TB780,0,0
TB7-TB780-8-13-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB781383802291,TB780,0,0
TB7-TB780-8-15-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB781383802291,TB780,0,0
A29-A117-1-18-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29113050759071,A117,0,0
A29-A116-4-7-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29413050759071,A116,0,0
A29-A116-3-12-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29313050759071,A116,0,0
TB7-TB779-11-5-1383802291,TB7,1383802291,Ж.К. ЛЮЛИН-3 - УХО,,,TB7111383802291,TB779,0,0
TB7-TB779-9-9-1383802291,TB7,1383802291,Ж.К. ЛЮЛИН-3 - УХО,,,TB791383802291,TB779,0,0
TB7-TB779-7-8-1383802291,TB7,1383802291,Ж.К. ЛЮЛИН-3 - УХО,,,TB771383802291,TB779,0,0
A29-A117-2-5-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29213050759071,A117,0,0
A29-A2124-2-28-13050759071,A29,13050759071,НЦ ПО РЕХАБИЛИТАЦИЯ,,,A29213050759071,A2124,0,0
A29-A116-2-20-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29213050759071,A116,0,0
A29-A116-4-9-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29413050759071,A116,0,0
TB7-TB514-7-15-1383802291,TB7,1383802291,БУЛ. К. ВЕЛИЧКОВ,,,TB771383802291,TB514,0,0
A29-A116-2-2-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29213050759071,A116,0,0
A29-A117-3-9-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29313050759071,A117,0,0
A29-A117-3-5-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29313050759071,A117,0,0
A29-A116-4-27-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29413050759071,A116,0,0
TB7-TB780-1-15-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB711383802291,TB780,0,0
TB7-TB780-9-4-1383802291,TB7,1383802291,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB791383802291,TB780,0,0
TB7-TB779-12-6-1383802291,TB7,1383802291,Ж.К. ЛЮЛИН-3 - УХО,,,TB7121383802291,TB779,0,0
A29-A117-2-3-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29213050759071,A117,0,0
A29-A117-1-12-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29113050759071,A117,0,0
A29-A116-3-14-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29313050759071,A116,0,0
A29-A116-4-25-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29413050759071,A116,0,0
A29-A117-3-13-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29313050759071,A117,0,0
A74-A2050-3-15-24606156531,A74,24606156531,ГАРА ИСКЪР,,,A74324606156531,A2050,0,0
A74-A2047-1-13-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74124606156531,A2047,0,0
A74-A2047-4-11-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74424606156531,A2047,0,0
A74-A2051-4-2-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74424606156531,A2051,0,0
A29-A117-1-8-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29113050759071,A117,0,0
A74-A2050-2-7-24606156531,A74,24606156531,ГАРА ИСКЪР,,,A74224606156531,A2050,0,0
A74-A2047-2-13-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74224606156531,A2047,0,0
A74-A2049-4-8-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74424606156531,A2049,0,0
A74-A2051-1-2-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74124606156531,A2051,0,0
A74-A2047-1-9-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74124606156531,A2047,0,0
A74-A2049-2-12-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74224606156531,A2049,0,0
A74-A2047-4-3-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74424606156531,A2047,0,0
A74-A2047-2-3-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74224606156531,A2047,0,0
A74-A2047-1-7-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74124606156531,A2047,0,0
A74-A2051-3-2-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74324606156531,A2051,0,0
A74-A2049-1-10-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74124606156531,A2049,0,0
A74-A2047-3-9-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74324606156531,A2047,0,0
A74-A2049-4-14-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74424606156531,A2049,0,0
A74-A2049-1-14-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74124606156531,A2049,0,0
A74-A2049-3-8-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74324606156531,A2049,0,0
A74-A2049-3-14-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74324606156531,A2049,0,0
A74-A2050-2-17-24606156531,A74,24606156531,ГАРА ИСКЪР,,,A74224606156531,A2050,0,0
A74-A2047-4-7-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74424606156531,A2047,0,0
A74-A2049-2-6-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74224606156531,A2049,0,0
A74-A339-1-16-24606156531,A74,24606156531,ГАРА ИСКЪР,,,A74124606156531,A339,0,0
A29-A116-1-17-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29113050759071,A116,0,0
A74-A2049-1-12-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74124606156531,A2049,0,0
A74-A2047-3-11-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74324606156531,A2047,0,0
A74-A2047-3-13-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74324606156531,A2047,0,0
A74-A2049-3-6-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74324606156531,A2049,0,0
A74-A2049-1-6-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74124606156531,A2049,0,0
A29-A116-1-19-13050759071,A29,13050759071,БОЯНСКА ЦЪРКВА,,,A29113050759071,A116,0,0
A74-A2050-4-17-24606156531,A74,24606156531,ГАРА ИСКЪР,,,A74424606156531,A2050,0,0
A74-A2047-1-11-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74124606156531,A2047,0,0
A74-A2049-2-16-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74224606156531,A2049,0,0
A74-A2047-3-7-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74324606156531,A2047,0,0
A74-A2049-3-12-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74324606156531,A2049,0,0
A29-A117-4-24-13050759071,A29,13050759071,КВ. КАРПУЗИЦА,,,A29413050759071,A117,0,0
A74-A2047-3-3-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74324606156531,A2047,0,0
A74-A2047-3-5-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74324606156531,A2047,0,0
A74-A2049-4-10-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74424606156531,A2049,0,0
A74-A2049-4-16-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74424606156531,A2049,0,0
A74-A2049-2-14-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74224606156531,A2049,0,0
A74-A2049-4-6-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74424606156531,A2049,0,0
A74-A2047-1-15-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74124606156531,A2047,0,0
A74-A2049-1-4-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74124606156531,A2049,0,0
A74-A2049-2-4-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74224606156531,A2049,0,0
A74-A2047-2-5-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74224606156531,A2047,0,0
A74-A2049-3-10-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74324606156531,A2049,0,0
A74-A2049-3-4-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74324606156531,A2049,0,0
A74-A2047-1-5-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74124606156531,A2047,0,0
A31-A1304-1-16-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
A31-A1858-1-15-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
A31-A1304-1-8-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
A31-A1304-1-24-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
A31-A1858-1-5-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
A37-A3850-1-19-17950310781,A37,17950310781,Ж.К. ЛЕВСКИ Г,,,A37117950310781,A3850,0,0
A74-A2049-4-12-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74424606156531,A2049,0,0
A37-A3850-5-15-17950310781,A37,17950310781,Ж.К. ЛЕВСКИ Г,,,A37517950310781,A3850,0,0
A37-A3850-2-11-17950310781,A37,17950310781,Ж.К. ЛЕВСКИ Г,,,A37217950310781,A3850,0,0
A31-A1304-1-14-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
A37-A3851-7-4-17950310781,A37,17950310781,ЗООПАРКА,,,A37717950310781,A3851,0,0
A37-A3851-2-6-17950310781,A37,17950310781,ЗООПАРКА,,,A37217950310781,A3851,0,0
A37-A3850-1-5-17950310781,A37,17950310781,Ж.К. ЛЕВСКИ Г,,,A37117950310781,A3850,0,0
A74-A2049-1-8-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74124606156531,A2049,0,0
A31-A1304-1-20-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
A31-A1858-1-19-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
A31-A1858-1-25-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
A74-A2047-2-15-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74224606156531,A2047,0,0
A31-A1304-1-18-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
A31-A2628-1-6-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A2628,0,0
A31-A1858-1-27-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
A37-A3850-2-9-17950310781,A37,17950310781,Ж.К. ЛЕВСКИ Г,,,A37217950310781,A3850,0,0
A37-A3851-4-20-17950310781,A37,17950310781,ЗООПАРКА,,,A37417950310781,A3851,0,0
A37-A3850-6-13-17950310781,A37,17950310781,Ж.К. ЛЕВСКИ Г,,,A37617950310781,A3850,0,0
A31-A1858-1-13-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
A74-A2047-2-11-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74224606156531,A2047,0,0
A74-A2047-4-9-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74424606156531,A2047,0,0
A31-A1858-1-9-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
A31-A1304-1-22-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
A31-A1304-1-2-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
A31-A1858-1-3-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
A37-A3850-3-17-17950310781,A37,17950310781,Ж.К. ЛЕВСКИ Г,,,A37317950310781,A3850,0,0
A74-A2051-2-10-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74224606156531,A2051,0,0
A31-A1858-1-23-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
A31-A1304-1-4-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
A31-A1304-1-12-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
A31-A1304-1-26-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
A37-A3851-4-8-17950310781,A37,17950310781,ЗООПАРКА,,,A37417950310781,A3851,0,0
A74-A2047-1-3-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74124606156531,A2047,0,0
A74-A2049-4-4-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74424606156531,A2049,0,0
A74-A2047-4-15-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74424606156531,A2047,0,0
A31-A1304-1-10-29823706841,A31,29823706841,АВТОСТАНЦИЯ БАНКЯ,,,A31129823706841,A1304,0,0
TB6-TB1083-1-7-41159592850,TB6,41159592850,Ж.К. ЛОЗЕНЕЦ,,,TB6141159592850,TB1083,0,0
A74-A2047-4-5-24606156531,A74,24606156531,СЕЛО ГЕРМАН,,,A74424606156531,A2047,0,0
A74-A2051-2-2-24606156531,A74,24606156531,СЕЛО КРИВИНА,,,A74224606156531,A2051,0,0
A31-A1858-1-11-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
TB6-TB1084-4-10-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6441159592850,TB1084,0,0
TB6-TB82-1-2-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6141159592850,TB82,0,0
TB6-TB82-3-2-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6341159592850,TB82,0,0
TB6-TB1084-6-18-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6641159592850,TB1084,0,0
TB6-TB1084-6-14-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6641159592850,TB1084,0,0
A31-A1858-1-17-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
A31-A1858-1-21-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
A31-A1858-1-7-29823706841,A31,29823706841,КВ. ИВАНЯНЕ,,,A31129823706841,A1858,0,0
